
===================================BUG REPORT===================================
Welcome to bitsandbytes. For bug reports, please run

python -m bitsandbytes

 and submit this information together with your error trace to: https://github.com/TimDettmers/bitsandbytes/issues
================================================================================
bin /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so
CUDA SETUP: CUDA runtime path found: /usr/local/cuda/lib64/libcudart.so.11.0
CUDA SETUP: Highest compute capability among GPUs detected: 8.0
CUDA SETUP: Detected CUDA version 118
CUDA SETUP: Loading binary /opt/conda/lib/python3.10/site-packages/bitsandbytes/libbitsandbytes_cuda118.so...
{'model_name': 'tiny_LLaMA_3B_SSM_O2_exp', 'name': 'tinyllama_3B_ssm_o2_exp', 'num_of_devices': 1, 'global_batch_size': 512, 'learning_rate': 0.01, 'micro_batch_size': 4, 'max_step': 10000, 'warmup_steps': 10, 'log_step_interval': 10, 'eval_iters': 100, 'save_step_interval': 2000, 'eval_step_interval': 2000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'decay_lr': True, 'min_lr': 4e-05, 'batch_size': 512, 'gradient_accumulation_steps': 128, 'warmup_iters': 1280, 'max_iters': 1280000, 'lr_decay_iters': 1280000, 'log_iter_interval': 1280}
Loading model with {'org': 'StatNLP-research', 'name': 'tiny_LLaMA_3B_SSM_O2_exp', 'block_size': 2048, 'vocab_size': 32000, 'padding_multiple': 64, 'padded_vocab_size': 32000, 'n_layer': 26, 'n_head': 32, 'n_embd': 3200, 'n_ssm': 600, 'order': 2, 'rotary_percentage': 1.0, 'parallel_residual': False, 'bias': False, 'n_query_groups': 4, 'shared_attention_norm': False, '_norm_class': 'FusedRMSNorm', 'norm_eps': 1e-05, '_mlp_class': 'LLaMAMLP', 'intermediate_size': 8640, 'condense_ratio': 1, 'time_mixer': 'ssm', 'parameterization': 'exp'}
Time to instantiate model: 0.24 seconds.
Total parameters 2,520,664,800
Estimated TFLOPs: 151.81
iter 1 step 0: loss 10.5816, iter time: 923.20ms remaining time: 340.68 hours.  or 14.20 days. 
iter 2 step 0: loss 10.5931, iter time: 790.91ms remaining time: 995.99 hours.  or 41.50 days. 
iter 3 step 0: loss 10.5942, iter time: 743.93ms remaining time: 752.37 hours.  or 31.35 days. 
iter 4 step 0: loss 10.5891, iter time: 747.41ms remaining time: 630.81 hours.  or 26.28 days. 
iter 5 step 0: loss 10.5663, iter time: 749.02ms remaining time: 558.04 hours.  or 23.25 days. 
iter 6 step 0: loss 10.6065, iter time: 747.65ms remaining time: 509.40 hours.  or 21.23 days. 
iter 7 step 0: loss 10.6080, iter time: 747.88ms remaining time: 474.67 hours.  or 19.78 days. 
iter 8 step 0: loss 10.6053, iter time: 749.98ms remaining time: 448.72 hours.  or 18.70 days. 
iter 9 step 0: loss 10.5949, iter time: 748.74ms remaining time: 428.49 hours.  or 17.85 days. 
iter 10 step 0: loss 10.5956, iter time: 748.68ms remaining time: 412.29 hours.  or 17.18 days. 
iter 11 step 0: loss 10.5938, iter time: 749.88ms remaining time: 399.08 hours.  or 16.63 days. 
iter 12 step 0: loss 10.5660, iter time: 748.48ms remaining time: 388.05 hours.  or 16.17 days. 
iter 13 step 0: loss 10.5835, iter time: 749.34ms remaining time: 378.72 hours.  or 15.78 days. 
iter 14 step 0: loss 10.6105, iter time: 750.10ms remaining time: 370.75 hours.  or 15.45 days. 
iter 15 step 0: loss 10.6006, iter time: 750.22ms remaining time: 363.84 hours.  or 15.16 days. 
iter 16 step 0: loss 10.5916, iter time: 748.06ms remaining time: 357.75 hours.  or 14.91 days. 
iter 17 step 0: loss 10.6128, iter time: 758.30ms remaining time: 352.58 hours.  or 14.69 days. 
iter 18 step 0: loss 10.6037, iter time: 749.91ms remaining time: 347.83 hours.  or 14.49 days. 
iter 19 step 0: loss 10.6092, iter time: 750.55ms remaining time: 343.60 hours.  or 14.32 days. 
iter 20 step 0: loss 10.5824, iter time: 749.94ms remaining time: 339.77 hours.  or 14.16 days. 
iter 21 step 0: loss 10.5813, iter time: 749.78ms remaining time: 336.30 hours.  or 14.01 days. 
iter 22 step 0: loss 10.5677, iter time: 750.19ms remaining time: 333.15 hours.  or 13.88 days. 
iter 23 step 0: loss 10.5836, iter time: 749.54ms remaining time: 330.27 hours.  or 13.76 days. 
iter 24 step 0: loss 10.6161, iter time: 748.57ms remaining time: 327.62 hours.  or 13.65 days. 
iter 25 step 0: loss 10.5702, iter time: 748.62ms remaining time: 325.19 hours.  or 13.55 days. 
iter 26 step 0: loss 10.5555, iter time: 753.46ms remaining time: 323.00 hours.  or 13.46 days. 
iter 27 step 0: loss 10.5910, iter time: 748.74ms remaining time: 320.91 hours.  or 13.37 days. 
iter 28 step 0: loss 10.5935, iter time: 750.73ms remaining time: 319.00 hours.  or 13.29 days. 
iter 29 step 0: loss 10.5697, iter time: 750.01ms remaining time: 317.20 hours.  or 13.22 days. 
iter 30 step 0: loss 10.6011, iter time: 750.25ms remaining time: 315.53 hours.  or 13.15 days. 
iter 31 step 0: loss 10.5860, iter time: 751.67ms remaining time: 313.99 hours.  or 13.08 days. 
iter 32 step 0: loss 10.5626, iter time: 751.33ms remaining time: 312.54 hours.  or 13.02 days. 
iter 33 step 0: loss 10.5691, iter time: 749.31ms remaining time: 311.15 hours.  or 12.96 days. 
iter 34 step 0: loss 10.5937, iter time: 749.25ms remaining time: 309.85 hours.  or 12.91 days. 
iter 35 step 0: loss 10.5998, iter time: 750.07ms remaining time: 308.63 hours.  or 12.86 days. 
iter 36 step 0: loss 10.5637, iter time: 748.91ms remaining time: 307.46 hours.  or 12.81 days. 
iter 37 step 0: loss 10.5972, iter time: 750.06ms remaining time: 306.38 hours.  or 12.77 days. 
iter 38 step 0: loss 10.6054, iter time: 750.67ms remaining time: 305.35 hours.  or 12.72 days. 
iter 39 step 0: loss 10.5809, iter time: 750.67ms remaining time: 304.38 hours.  or 12.68 days. 
iter 40 step 0: loss 10.5973, iter time: 749.89ms remaining time: 303.44 hours.  or 12.64 days. 
iter 41 step 0: loss 10.5941, iter time: 750.44ms remaining time: 302.56 hours.  or 12.61 days. 
iter 42 step 0: loss 10.5938, iter time: 750.75ms remaining time: 301.72 hours.  or 12.57 days. 
iter 43 step 0: loss 10.6164, iter time: 749.02ms remaining time: 300.91 hours.  or 12.54 days. 
iter 44 step 0: loss 10.5890, iter time: 751.41ms remaining time: 300.15 hours.  or 12.51 days. 
iter 45 step 0: loss 10.5787, iter time: 751.72ms remaining time: 299.43 hours.  or 12.48 days. 
iter 46 step 0: loss 10.5928, iter time: 751.25ms remaining time: 298.73 hours.  or 12.45 days. 
iter 47 step 0: loss 10.5958, iter time: 749.95ms remaining time: 298.06 hours.  or 12.42 days. 
iter 48 step 0: loss 10.5982, iter time: 898.81ms remaining time: 298.51 hours.  or 12.44 days. 
iter 49 step 0: loss 10.5727, iter time: 751.13ms remaining time: 297.88 hours.  or 12.41 days. 
iter 50 step 0: loss 10.5903, iter time: 750.48ms remaining time: 297.26 hours.  or 12.39 days. 
iter 51 step 0: loss 10.5818, iter time: 751.25ms remaining time: 296.68 hours.  or 12.36 days. 
iter 52 step 0: loss 10.5883, iter time: 749.82ms remaining time: 296.11 hours.  or 12.34 days. 
iter 53 step 0: loss 10.5887, iter time: 751.76ms remaining time: 295.57 hours.  or 12.32 days. 
iter 54 step 0: loss 10.6033, iter time: 748.39ms remaining time: 295.03 hours.  or 12.29 days. 
iter 55 step 0: loss 10.5947, iter time: 751.14ms remaining time: 294.54 hours.  or 12.27 days. 
iter 56 step 0: loss 10.5948, iter time: 751.75ms remaining time: 294.06 hours.  or 12.25 days. 
iter 57 step 0: loss 10.5941, iter time: 751.26ms remaining time: 293.59 hours.  or 12.23 days. 
iter 58 step 0: loss 10.6135, iter time: 749.46ms remaining time: 293.13 hours.  or 12.21 days. 
iter 59 step 0: loss 10.5857, iter time: 751.15ms remaining time: 292.69 hours.  or 12.20 days. 
iter 60 step 0: loss 10.6030, iter time: 750.37ms remaining time: 292.27 hours.  or 12.18 days. 
iter 61 step 0: loss 10.5757, iter time: 751.95ms remaining time: 291.86 hours.  or 12.16 days. 
iter 62 step 0: loss 10.6186, iter time: 749.47ms remaining time: 291.46 hours.  or 12.14 days. 
iter 63 step 0: loss 10.5756, iter time: 752.09ms remaining time: 291.09 hours.  or 12.13 days. 
iter 64 step 0: loss 10.5691, iter time: 750.27ms remaining time: 290.72 hours.  or 12.11 days. 
iter 65 step 0: loss 10.5975, iter time: 751.44ms remaining time: 290.36 hours.  or 12.10 days. 
iter 66 step 0: loss 10.6007, iter time: 750.55ms remaining time: 290.01 hours.  or 12.08 days. 
iter 67 step 0: loss 10.6018, iter time: 752.46ms remaining time: 289.68 hours.  or 12.07 days. 
iter 68 step 0: loss 10.6019, iter time: 751.23ms remaining time: 289.35 hours.  or 12.06 days. 
iter 69 step 0: loss 10.6075, iter time: 752.56ms remaining time: 289.04 hours.  or 12.04 days. 
iter 70 step 0: loss 10.5902, iter time: 750.94ms remaining time: 288.73 hours.  or 12.03 days. 
iter 71 step 0: loss 10.5948, iter time: 751.25ms remaining time: 288.43 hours.  or 12.02 days. 
iter 72 step 0: loss 10.5981, iter time: 749.63ms remaining time: 288.13 hours.  or 12.01 days. 
iter 73 step 0: loss 10.5816, iter time: 751.40ms remaining time: 287.85 hours.  or 11.99 days. 
iter 74 step 0: loss 10.6166, iter time: 752.46ms remaining time: 287.58 hours.  or 11.98 days. 
iter 75 step 0: loss 10.6023, iter time: 752.47ms remaining time: 287.32 hours.  or 11.97 days. 
iter 76 step 0: loss 10.5765, iter time: 751.69ms remaining time: 287.06 hours.  or 11.96 days. 
iter 77 step 0: loss 10.5707, iter time: 751.84ms remaining time: 286.81 hours.  or 11.95 days. 
iter 78 step 0: loss 10.6023, iter time: 752.67ms remaining time: 286.57 hours.  or 11.94 days. 
iter 79 step 0: loss 10.6076, iter time: 750.12ms remaining time: 286.32 hours.  or 11.93 days. 
iter 80 step 0: loss 10.5735, iter time: 752.70ms remaining time: 286.09 hours.  or 11.92 days. 
iter 81 step 0: loss 10.5932, iter time: 752.47ms remaining time: 285.87 hours.  or 11.91 days. 
iter 82 step 0: loss 10.6067, iter time: 752.88ms remaining time: 285.65 hours.  or 11.90 days. 
iter 83 step 0: loss 10.6040, iter time: 751.81ms remaining time: 285.43 hours.  or 11.89 days. 
iter 84 step 0: loss 10.6142, iter time: 752.41ms remaining time: 285.22 hours.  or 11.88 days. 
iter 85 step 0: loss 10.6185, iter time: 751.99ms remaining time: 285.02 hours.  or 11.88 days. 
iter 86 step 0: loss 10.5760, iter time: 752.48ms remaining time: 284.82 hours.  or 11.87 days. 
iter 87 step 0: loss 10.5802, iter time: 751.84ms remaining time: 284.62 hours.  or 11.86 days. 
iter 88 step 0: loss 10.5888, iter time: 751.81ms remaining time: 284.43 hours.  or 11.85 days. 
iter 89 step 0: loss 10.6036, iter time: 752.86ms remaining time: 284.25 hours.  or 11.84 days. 
iter 90 step 0: loss 10.5939, iter time: 752.12ms remaining time: 284.06 hours.  or 11.84 days. 
iter 91 step 0: loss 10.5977, iter time: 751.43ms remaining time: 283.88 hours.  or 11.83 days. 
iter 92 step 0: loss 10.5886, iter time: 751.44ms remaining time: 283.71 hours.  or 11.82 days. 
iter 93 step 0: loss 10.5917, iter time: 752.90ms remaining time: 283.54 hours.  or 11.81 days. 
iter 94 step 0: loss 10.5912, iter time: 751.55ms remaining time: 283.37 hours.  or 11.81 days. 
iter 95 step 0: loss 10.6161, iter time: 751.58ms remaining time: 283.20 hours.  or 11.80 days. 
iter 96 step 0: loss 10.6022, iter time: 752.80ms remaining time: 283.04 hours.  or 11.79 days. 
iter 97 step 0: loss 10.5930, iter time: 751.83ms remaining time: 282.88 hours.  or 11.79 days. 
iter 98 step 0: loss 10.6039, iter time: 754.91ms remaining time: 282.74 hours.  or 11.78 days. 
iter 99 step 0: loss 10.5955, iter time: 751.74ms remaining time: 282.59 hours.  or 11.77 days. 
iter 100 step 0: loss 10.5769, iter time: 751.85ms remaining time: 282.44 hours.  or 11.77 days. 
iter 101 step 0: loss 10.5948, iter time: 751.00ms remaining time: 282.29 hours.  or 11.76 days. 
iter 102 step 0: loss 10.5882, iter time: 752.93ms remaining time: 282.15 hours.  or 11.76 days. 
iter 103 step 0: loss 10.5786, iter time: 751.46ms remaining time: 282.01 hours.  or 11.75 days. 
iter 104 step 0: loss 10.5738, iter time: 751.47ms remaining time: 281.87 hours.  or 11.74 days. 
iter 105 step 0: loss 10.6008, iter time: 752.23ms remaining time: 281.74 hours.  or 11.74 days. 
iter 106 step 0: loss 10.6103, iter time: 752.31ms remaining time: 281.60 hours.  or 11.73 days. 
